author,content,cover,works
,即使你跟全世界的人说你得了抑郁症 ，他们也只会以为你跟全世界开了个玩笑。 ​​​,https://static.juzicon.com/contribute/image-f25eab21-a6cd-46bc-92a9-3056b04eecb4-201114183321-QU2I.jpg,
安东尼,像我这样 人生信条是 “就那么回事儿” 不求上进 得过且过 内心有爱 容易满足 没心没肺的人 根本不配得抑郁症,,《黄 陪安东尼度过漫长岁月Ⅲ》
,今天看到一段文字写着在我抑郁症最严重的那段期间奶奶带着哭腔打电话给我说别走在奶奶前面好不好,https://static.juzicon.com/contribute/image-4ffda3ce-2734-4fcf-8a77-2a176a2a6b1f-191125133142-FKSW.jpg,《知乎》
,我支持同性恋，我理解抑郁症，我觉得有纹身的小姐姐超酷，我知道捐献造血干细胞不需要忍受很大的疼痛在骨头.上打洞，我会喂养楼底下的流浪猫狗，会给老奶奶让座，会对店员说谢谢。纵然我平庸，长相普通，脾气不好，曾经失望痛苦，伤心绝望，吃尽生活的苦，但我依然努力成为一一个 善良温柔的人。,https://static.juzicon.com/contribute/image-51935a9d-48b7-4386-ae21-fab10f4e127d-191203165157-JFIF.jpg,
,"《犯罪心理》
 宋声声
 “这不是抑郁，这不是厌世”",https://static.juzicon.com/contribute/image-ab133895-58d5-4f58-8f78-cd4a18c97c4c-201212073346-40NW.jpeg,
,"敏感是怎么回事？同样一件事情自己比别人更容易把它认为是挫折脆弱是怎么回事？同样的挫折 产生比别人更多的负面情绪什么是抑郁？同样的负面情绪从中恢复比别人要花更多的时间和精力什么是弱者？敏感 脆弱 抑郁的人",,
马特・海格,怎样更好地应对抑郁症？没有神奇药丸。,,《活下去的理由》
,拥有极致抑郁和绝对理性的人是神——佚名,https://static.juzicon.com/contribute/image-e565568d-2058-4833-96fe-80cb15829df6-200304130058-BJMI.jpeg,
,“夜晚不只是用来睡觉的，它可以用来失眠，痛哭，抑郁、崩溃、痛苦、绝望、思念、后悔......它比白天还累”,https://static.juzicon.com/contribute/image-fad3b764-5441-410f-9df0-e5031b25a368-200922231655-Q52U.jpeg,
,"“孤独”:象征着自我的回归“抑郁”:则是失去了希望",,《明灯照空局》
,一个人去看医生，说他得了抑郁症。生活仿佛是如此的尖酸刻薄。他觉得在这社会中，他是如此的孤独。医生说：“治疗办法很简单。最有名的小丑帕格里亚齐正在城里，去找他吧。他能让你开心起来。”他哭了起来。“可是，医生，”他说，“我就是帕格里亚齐啊！”,,《守望者》
,或许我并不孤独，甚至外向开朗。但大多数时候我喜欢一个人独处。我有时候像个孩子一样纯粹快乐。有时候却像抑郁患者一样陷阱情绪泥潭。我觉得自己身体里有不一样的我。或许这就是一些人眼里的多重人格症。但所谓多重人格只不过是不同维度的我。我只是独自一人选择了和不同维度的自己相处。,https://static.juzicon.com/yiyan/46705e90e9cd713f037d2e6f3d5bcaba.jpg,
,抑郁就像一个黑洞，只要掉进洞里，就瞬间被撕碎。,https://static.juzicon.com/contribute/image-047da191-d77f-4161-9924-9a8a076504f0-191221185822-WBML.jpeg,
,"我既没有杀人也没有防火，可生活照样没有放过我💔💔💔
失望太多 快乐停机💔💔💔
警告警告，没有人爱你💔💔💔
我在高空中坠落 没有人伸手抓住我💔💔💔
摇摇欲坠 抑郁崩溃💔💔💔",https://static.juzicon.com/contribute/image-b74205d1-e5cb-4f28-a196-566a08ad191f-191218203859-ELLW.jpg,
,抑郁症怎么像是矫情，  没人知道看起来嘻嘻哈哈的人整晚整晚被所谓的情绪折磨的崩溃，  什么都想不明白什么都听不进去，我没抑郁症，我很喜欢这些歌，我也偶尔想自己折磨自己，偶尔不喜欢这个世界，偶尔怀疑自己,,
,"我没车
我只有一间一厅的房子
我没有长相
我没有才能
每个月的工资也只够我和猫一起生活
我曾经被伤过
我最爱的人，也去了
不要再找我了
我只是一个不怎么厉害
喜欢幻想
时常中二
时常抑郁
有个坚定梦想的
大蠢蛋罢了",,
,我感觉我控制不住自己了，好像抑郁又一次加重了。我不知道是明天还是明年还是下一秒？他们每天都觉得我过得很开心。但那都是他们觉得，仅仅是觉得！,,
,其实真正懂纯音乐、欣赏纯音乐、喜欢听纯音乐的人，很多都是有抑郁症或自卑或真正孤独的人。他们喜欢在纯音乐中独自品味这常人根本无法忍受的孤独，他们喜欢在喜欢的纯音乐中回忆过去种种的美好。不喧哗、不世故、不擅长交际、和善待人、有自己的想法和信念。愿爱听纯音乐的我们会被这个世界温柔相待♥,https://static.juzicon.com/contribute/image-8be655c1-772d-4ae4-8941-d2a72d876a5c-200113155154-R7KU.jpeg,《网易云》
马丁・塞利格曼,但是25年的研究使我相信，习惯性的悲观想法会使更多不顺利的事降临到我们头上。而且这种想法会使我们很容易陷入抑郁状态，使我们不能发挥出原有的能力。悲观的预言常常是自我实现的。,,《活出最乐观的自己》
,千保健，万保健，心理平衡是关键。千养生，万养生，心理平衡是“真经”。大笑养心，抑郁“伤”心。注重养生，先要养心。终生保健，终生康健；终生养生，终生康宁。,,
郝医生,英国皇家科学院的精神病学专家对四万多名挪威志愿者进行调查。他们发现，空闲时常参加户外活动者，焦虑和抑郁症状都较少出现；而‘不动’的宅男宅女中，出现抑郁的可能性增加一倍多。这个实验说明了运动和抑郁之间的联系，运动少或者宅家一族，抑郁概率会大很多。,,《你也是蘑菇吗》
,"[氟西汀] 抗抑郁的药
英文名叫""Fluoxetine"",
它有一个很美的解释:你是我的命，没你我会疯。",https://static.juzicon.com/contribute/image-afdd25d9-9c0c-408d-a8bd-03f7644c3f06-200204195816-ZRKR.jpg,
,今天去医院 我被查出有抑郁症 而且是重度 我对这个世界产生了绝望 我不知道该怎么走下去 我知道你们全是些好心人 希望大家让我感觉到人间的温暖 请把我的微博推给帅的男孩子 让他们陪陪我 谢谢大家,,
村上春树,我们的人生是不能以明快或抑郁来简单划分的，也有阴影这个中间地带。能够认识和理解这个阴影阶段，才算得上是健全的知性，而获得健全的知性是需要相应的时间和辛劳的。,,《天黑以后》
李渔,"奇山大水,笑之境也.霜晨月夕,笑之时也.浊酒清琴,笑之资也.闲僧侠客,笑之侣也,抑郁磊落,笑之胸也.长歌中令,笑之宣也.鹘叫猿啼,笑之和也.棕鞋桐帽,笑之人也.",,《闲情偶寄》
,“我恢复了原来的样子，不悲不喜，不爱也不渣，时而开心时而抑郁，时而迷茫时而清醒，脸上笑容少了，但始终温柔。”,,
,L先生，你是我可望而不可及的想念，你是我少女时代的全部美好，你是我小半生的折磨，你是我内心的缺陷。L先生，因为你，我生了一场大病，抑郁终日缠身。,,
,没有多少时间能够再挥霍，便只剩下岁月如歌的旋律。或抑郁，或奔放，或沉寂，或张扬。没有再多的流年，如水，似清澈；似匆匆。又如此婉转到不可说。生命中，绽放如花，又转瞬如风，又抑或是，沉重如迷途。,,
,人为什么会抑郁，因为他对明天没有期盼了,,
,"最近抑郁了几天我把责任归于他其实，我只是给自己找了一个掩饰的理由这么多年一个执着又念情有过抑郁时光的人早知道一切来得不易活着必须是自己缘分可遇可珍惜自己必须和自己谈一辈子恋爱并还得幸福的过着日子依靠是说给偶然的",,
,"我曾经也是一个满眼都是星星的女孩子
现在的我，
眼睛无神
心理抑郁",https://static.juzicon.com/contribute/image-b7514a47-f0eb-40d8-8ced-3fa0d4b58f0c-200228160956-I9WZ.jpeg,
,当你想到一个人，只有喜悦的感觉，那并不是爱。因为当你爱上一个人，想念他而他不在身边的时候，会产生抑郁的内心体验。,,
明星大侦探,抑郁是世界上最温柔的病。,https://static.juzicon.com/contribute/image-ebf0e72e-fae1-403f-8edb-c5a584244f59-210122225841-UQZ4.jpg,《明星大侦探》
,氟西汀：是一种抗抑郁症的药，抑郁症的人就是靠氟西汀这种药物维持着生命不发病活下去的，也就是说抑郁症的人一旦离开这种药物病情就会变得很严重。给你的备注是氟西汀，意思就是你就是他（她）活下去的希望，离开你他（她）的病情就会变得很严重，你是照耀他（她）生命的阳光,,
,其实没有什么抑不抑郁，只是你和你自己打了一架，输了而已.,https://static.juzicon.com/contribute/image-f98af5a1-c19a-4cde-984d-021c04407963-200301150022-9B07.jpeg,
,抑郁的人在水底，正常人在水面，而我卡在中间，理智不让我沉下去，生活不让我浮上来。,https://static.juzicon.com/contribute/image-6dfe1239-f5a6-4999-bb96-3b740c7936a9-210610212428-VNRQ.jpg,
,曾经，我们愤懑、抑郁、抱憾、怨恨，原来只因放不下。放不下远离的人，放不下当初的事，放不下失去的物；放不下一截光阴，放不下某段回忆；放不下成败，放不下荣辱，放不下不属于自己的一切。历经岁月的渲染，人海的沉浮，我们才知道，放下才会轻松，放下才能自由，谁先释怀谁就幸福。,,
石康,没有任何东西限制你，除了你自己。英语不应是限制，文化也不应，劳动生活技能更不应，你在哪里都要与别人交流信息，劳动并生活的，这是生而为人无法逃避的，只要是试图逃避生而为人的命运，等待你的只能是抑郁，逃避不是办法，行动才是，所以，还是正视现实吧，若中国不适合你，为何不试试美国？,,《石康微博》
姜小牙,“我哥以前多聪明啊，多少人称赞他是青出于蓝而胜于蓝，迟早是超越我父母的，结果你呢，一次次当着他的面自杀，他要补偿你还不要，就是拼命怨恨他，行，他往后退了，你又闹自杀....反反复复的，我哥抑郁了，你开心了，还想着怎么让我们应家上下感恩戴德呢。”——应慕林,https://static.juzicon.com/contribute/image-aa76e3e3-ad61-45c5-8686-e93dd615c85a-200403205310-3D3O.jpeg,《千金重生：心机总裁套路深》
,就是因为有那么多傻逼作逼假装抑郁乱矫情，所以世界对真正的抑郁患者才这么不友好。,,
,抑郁症就像是在沙漠里种树，种一棵死一棵，种两棵死一双，种三棵死一对半。,,
,我得的是嗜睡抑郁症。,,
斯科特・派克,"抑郁的本身也许就是一种出路。就像经常感冒或许能增强免疫系统一样，适当的抑郁也会让我们关注内心，从而找回心理的力量。 圣经里几个核心人物，比如约拿， 都是因为悔改而重新赢得了上帝的重用。 内省和修改认知是十分重要的。那些每次错误后抱怨客观的人，终究是被上帝遗弃的人",,《少有人走的路》
,“微笑抑郁症”是抑郁症的一种， 他们白天大多数时间都面带微笑，这种“微笑”并不是发自内心深处的真实感受，而是一种负担，久而久之成为情绪的抑郁。,https://static.juzicon.com/yiyan/3b781925b9011a5cb065443ca02dfacd.jpg,
韩寒,纵然人都有好奇心，但很多人也都有另一面。你也许并不明白抑郁的人对世界的绝望，人前欢笑的人未必关起门也快乐。,,
,抑郁的反面，并非快乐，而是活力。,,
,"我给你备注氟西汀
氟西汀是一种抗抑郁药
意思是""没你我不能活下去啊""
我想还是给你备注卡坦精
卡坦精是世界上最甜的物质",https://static.juzicon.com/yiyan/2b450bbec4a08d397dd120712c57775d.jpg,
周曙,抑郁是自己对自己用情太深。,,
,抑郁症患者的死亡都是源于外界的不自信,,
